"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-11-04 17:06:17 +01:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
Greece,Georgia,2012,January,61
Greece,Georgia,2012,February,89
Greece,Georgia,2012,March,82
Greece,Georgia,2012,April,100
Greece,Georgia,2012,May,78
Greece,Georgia,2012,June,85
Greece,Georgia,2012,July,44
Greece,Georgia,2012,August,70
Greece,Georgia,2012,September,72
Greece,Georgia,2012,October,76
Greece,Georgia,2012,November,76
Greece,Georgia,2012,December,60
Hungary,"Viet Nam",2012,April,1
Hungary,"Viet Nam",2012,November,2
Hungary,Stateless,2012,January,1
Hungary,Sudan,2012,April,2
Greece,Ghana,2012,January,28
Greece,Ghana,2012,February,15
Greece,Ghana,2012,March,9
Greece,Ghana,2012,April,12
Greece,Ghana,2012,May,17
Greece,Ghana,2012,June,1
Greece,Ghana,2012,July,6
Greece,Ghana,2012,August,7
Greece,Ghana,2012,October,9
Greece,"Burkina Faso",2012,January,1
Greece,"Burkina Faso",2012,April,1
Greece,"Burkina Faso",2012,May,4
Greece,"Burkina Faso",2012,June,9
Greece,"Burkina Faso",2012,July,6
Greece,"Burkina Faso",2012,August,18
Greece,"Burkina Faso",2012,September,6
Greece,"Burkina Faso",2012,October,8
Greece,"Burkina Faso",2012,November,5
Greece,"Burkina Faso",2012,December,1
Greece,Guinea-Bissau,2012,March,2
Greece,Guinea-Bissau,2012,April,2
Greece,Guinea,2012,January,2
Greece,Guinea,2012,February,4
Greece,Guinea,2012,March,12
Greece,Guinea,2012,April,10
Greece,Guinea,2012,May,16
Greece,Guinea,2012,June,28
Greece,Guinea,2012,July,1
Greece,Guinea,2012,August,9
Greece,Guinea,2012,September,18
Greece,Guinea,2012,October,29
Greece,Guinea,2012,November,25
Greece,Guinea,2012,December,4
Greece,Honduras,2012,March,1
Greece,Azerbaijan,2012,February,2
Greece,Azerbaijan,2012,April,1
Greece,Azerbaijan,2012,July,1
Greece,Bahrain,2012,August,3
Greece,Belarus,2012,May,1
Greece,Belarus,2012,June,1
Greece,Belarus,2012,July,1
Greece,Belarus,2012,August,1
Greece,Brazil,2012,January,1
Greece,Benin,2012,January,1
Greece,Benin,2012,March,4
Greece,Benin,2012,April,1
Greece,Benin,2012,June,1
Greece,China,2012,January,26
Greece,China,2012,February,11
Greece,China,2012,March,23
Greece,China,2012,April,25
Greece,China,2012,May,29
Greece,China,2012,June,16
Greece,China,2012,July,13
Greece,China,2012,August,6
Greece,China,2012,September,20
Greece,China,2012,October,8
Greece,China,2012,November,8
Greece,China,2012,December,10
Greece,Cameroon,2012,March,1
Greece,Cameroon,2012,April,1
Greece,Cameroon,2012,June,6
Greece,Cameroon,2012,July,2
Greece,Cameroon,2012,August,3
Greece,Cameroon,2012,October,3
Greece,Cameroon,2012,November,3
Greece,Cameroon,2012,December,5
Greece,Congo,2012,January,1
Greece,Congo,2012,February,2
Greece,Congo,2012,March,5
Greece,Congo,2012,April,6
Greece,Congo,2012,May,9
Greece,Congo,2012,July,6
Greece,Congo,2012,September,3
Greece,Congo,2012,October,12
Greece,Congo,2012,November,10
Greece,Congo,2012,December,4
Greece,Turkey,2012,January,3
Greece,Turkey,2012,February,1
Greece,Turkey,2012,March,2
Greece,Turkey,2012,April,6
Greece,Turkey,2012,May,3
Greece,Turkey,2012,June,2
Greece,Turkey,2012,July,5
Greece,Turkey,2012,August,3
Greece,Turkey,2012,October,5
Greece,Turkey,2012,November,2
Hungary,"Syrian Arab Rep.",2012,January,10
Hungary,"Syrian Arab Rep.",2012,February,9
Hungary,"Syrian Arab Rep.",2012,March,2
Hungary,"Syrian Arab Rep.",2012,April,3
Hungary,"Syrian Arab Rep.",2012,May,8
Hungary,"Syrian Arab Rep.",2012,June,4
Hungary,"Syrian Arab Rep.",2012,July,17
Hungary,"Syrian Arab Rep.",2012,August,16
Hungary,"Syrian Arab Rep.",2012,September,9
Hungary,"Syrian Arab Rep.",2012,October,20
Hungary,"Syrian Arab Rep.",2012,November,39
Hungary,"Syrian Arab Rep.",2012,December,8
Hungary,Tibetan,2012,November,1
Greece,Nigeria,2012,January,17
Greece,Nigeria,2012,February,11
Greece,Nigeria,2012,March,24
Greece,Nigeria,2012,April,26
Greece,Nigeria,2012,May,26
Greece,Nigeria,2012,June,17
Greece,Nigeria,2012,July,17
Greece,Nigeria,2012,August,19
Greece,Nigeria,2012,September,32
Greece,Nigeria,2012,October,34
Greece,Nigeria,2012,November,23
Greece,Nigeria,2012,December,21
Greece,Oman,2012,February,5
Greece,Ukraine,2012,January,4
Greece,Ukraine,2012,February,6
Greece,Ukraine,2012,March,2
Greece,Ukraine,2012,April,3
Greece,Ukraine,2012,May,1
Greece,Ukraine,2012,June,2
Greece,Ukraine,2012,July,2
Greece,Ukraine,2012,August,7
Greece,Ukraine,2012,September,5
Greece,Ukraine,2012,October,1
Greece,Ukraine,2012,November,3
Greece,Ukraine,2012,December,7
Greece,"United States of America",2012,March,1
Hungary,Tunisia,2012,January,5
Hungary,Tunisia,2012,February,4
Hungary,Tunisia,2012,March,3
Hungary,Tunisia,2012,April,1
Hungary,Tunisia,2012,May,1
Hungary,Tunisia,2012,July,3
Hungary,Tunisia,2012,December,4
Greece,"Côte d'Ivoire",2012,January,3
Greece,"Côte d'Ivoire",2012,June,28
Greece,"Côte d'Ivoire",2012,July,57
Greece,"Côte d'Ivoire",2012,August,42
Greece,"Côte d'Ivoire",2012,September,24
Greece,"Côte d'Ivoire",2012,October,37
Greece,"Côte d'Ivoire",2012,November,32
Greece,"Côte d'Ivoire",2012,December,24
Greece,"Dem. Rep. of the Congo",2012,March,1
Greece,"Dem. Rep. of the Congo",2012,June,16
Greece,"Dem. Rep. of the Congo",2012,October,2
Greece,"Dem. Rep. of the Congo",2012,December,1
Greece,Comoros,2012,March,1
Greece,Comoros,2012,April,1
Greece,Comoros,2012,June,1
Greece,Comoros,2012,August,4
Greece,Comoros,2012,October,1
Greece,Comoros,2012,November,1
Greece,India,2012,January,13
Greece,India,2012,February,16
Greece,India,2012,March,17
Greece,India,2012,April,6
Greece,India,2012,May,11
Greece,India,2012,June,9
Greece,India,2012,July,6
Greece,India,2012,August,15
Greece,India,2012,September,5
Greece,India,2012,October,25
Greece,India,2012,November,12
Greece,India,2012,December,30
Greece,Colombia,2012,March,1
Greece,Cuba,2012,February,1
Greece,Cuba,2012,March,1
Greece,"Cabo Verde",2012,November,2
Greece,Djibouti,2012,August,6
Greece,Dominica,2012,March,1
Greece,Dominica,2012,April,2
Greece,Dominica,2012,June,1
Greece,Dominica,2012,October,2
Greece,Dominica,2012,November,2
Greece,"Dominican Rep.",2012,January,45
Greece,"Dominican Rep.",2012,February,18
Greece,"Dominican Rep.",2012,March,54
Greece,"Dominican Rep.",2012,April,50
Greece,"Dominican Rep.",2012,May,14
Greece,"Dominican Rep.",2012,June,18
Greece,"Dominican Rep.",2012,July,28
Greece,"Dominican Rep.",2012,August,17
Greece,"Dominican Rep.",2012,September,10
Greece,"Dominican Rep.",2012,October,3
Hungary,Turkey,2012,January,1
Hungary,Turkey,2012,May,8
Hungary,Turkey,2012,June,5
Hungary,Turkey,2012,July,1
Hungary,Turkey,2012,August,1
Hungary,Turkey,2012,September,4
Hungary,Turkey,2012,October,7
Hungary,Turkey,2012,November,1
Hungary,Turkey,2012,December,2
Greece,Indonesia,2012,June,1
Greece,Indonesia,2012,July,1
Greece,Indonesia,2012,September,1
Greece,Indonesia,2012,October,2
Greece,Indonesia,2012,November,2
Greece,Indonesia,2012,December,4
Hungary,Ukraine,2012,August,1
Greece,Pakistan,2012,January,115
Greece,Pakistan,2012,February,169
Greece,Pakistan,2012,March,137
Greece,Pakistan,2012,April,187
Greece,Pakistan,2012,May,172
Greece,Pakistan,2012,June,173
Greece,Pakistan,2012,July,119
Greece,Pakistan,2012,August,137
Greece,Pakistan,2012,September,209
Greece,Pakistan,2012,October,344
Greece,Pakistan,2012,November,310
Greece,Pakistan,2012,December,267
Greece,Philippines,2012,March,1
Greece,Philippines,2012,April,1
Greece,Philippines,2012,May,3
Greece,Philippines,2012,June,1
Greece,Philippines,2012,July,4
Greece,Philippines,2012,August,4
Greece,Philippines,2012,October,6
Greece,Philippines,2012,November,3
Greece,Philippines,2012,December,2
Greece,"Iran (Islamic Rep. of)",2012,January,11
Greece,"Iran (Islamic Rep. of)",2012,February,32
Greece,"Iran (Islamic Rep. of)",2012,March,22
Greece,"Iran (Islamic Rep. of)",2012,April,17
Greece,"Iran (Islamic Rep. of)",2012,May,13
Greece,"Iran (Islamic Rep. of)",2012,June,27
Greece,"Iran (Islamic Rep. of)",2012,July,15
Greece,"Iran (Islamic Rep. of)",2012,August,31
Greece,"Iran (Islamic Rep. of)",2012,September,11
Greece,"Iran (Islamic Rep. of)",2012,October,22
Greece,"Iran (Islamic Rep. of)",2012,November,7
Greece,"Iran (Islamic Rep. of)",2012,December,3
Greece,"Sierra Leone",2012,January,1
Greece,"Sierra Leone",2012,March,2
Greece,"Sierra Leone",2012,April,2
Greece,"Sierra Leone",2012,June,1
Greece,"Sierra Leone",2012,September,17
Greece,"Sierra Leone",2012,October,21
Greece,"Sierra Leone",2012,November,16
Greece,"Sierra Leone",2012,December,24
Greece,Uzbekistan,2012,August,1
Greece,Uzbekistan,2012,September,2
Greece,Uzbekistan,2012,November,1
Greece,Yemen,2012,June,1
Greece,Zambia,2012,May,3
Greece,Zambia,2012,September,1
Greece,Zambia,2012,October,1
Greece,Zambia,2012,November,1
Croatia,Afghanistan,2012,January,11
Croatia,Afghanistan,2012,February,3
Croatia,Afghanistan,2012,March,24
Croatia,Afghanistan,2012,April,22
Croatia,Afghanistan,2012,May,24
Croatia,Afghanistan,2012,June,19
Croatia,Afghanistan,2012,July,40
Croatia,Afghanistan,2012,August,48
Croatia,Afghanistan,2012,September,53
Croatia,Afghanistan,2012,October,58
Croatia,Afghanistan,2012,November,44
Croatia,Afghanistan,2012,December,19
Croatia,Albania,2012,August,1
Croatia,Algeria,2012,January,5
Croatia,Algeria,2012,March,2
Croatia,Algeria,2012,April,11
Croatia,Algeria,2012,May,7
Croatia,Algeria,2012,June,4
Croatia,Algeria,2012,July,24
Croatia,Algeria,2012,August,14
Croatia,Algeria,2012,September,18
Croatia,Algeria,2012,October,23
Croatia,Algeria,2012,November,20
Croatia,Algeria,2012,December,17
Croatia,Egypt,2012,August,1
Croatia,Egypt,2012,September,3
Croatia,Egypt,2012,December,1
Greece,"South Africa",2012,October,4
Greece,"South Africa",2012,November,4
Croatia,Azerbaijan,2012,May,1
Croatia,Bangladesh,2012,May,2
Croatia,Bangladesh,2012,September,4
Croatia,Bangladesh,2012,October,6
Croatia,Bangladesh,2012,December,6
Croatia,Belarus,2012,September,2
Croatia,"Bosnia and Herzegovina",2012,June,1
Croatia,"Bosnia and Herzegovina",2012,August,1
Croatia,"Bosnia and Herzegovina",2012,September,1
Croatia,"Bosnia and Herzegovina",2012,October,1
Greece,Iraq,2012,January,11
Greece,Iraq,2012,February,15
Greece,Iraq,2012,March,18
Greece,Iraq,2012,April,19
Greece,Iraq,2012,May,27
Greece,Iraq,2012,June,32
Greece,Iraq,2012,July,33
Greece,Iraq,2012,August,38
Greece,Iraq,2012,September,17
Greece,Iraq,2012,October,57
Greece,Iraq,2012,November,17
Greece,Iraq,2012,December,31
Greece,Israel,2012,September,1
Croatia,Comoros,2012,February,2
Croatia,Eritrea,2012,May,2
Croatia,Eritrea,2012,June,4
Croatia,Eritrea,2012,July,3
Croatia,Eritrea,2012,August,1
Croatia,Eritrea,2012,October,6
Croatia,Eritrea,2012,November,4
Croatia,Eritrea,2012,December,2
Croatia,France,2012,May,1
Croatia,Gambia,2012,December,1
Greece,Somalia,2012,January,2
Greece,Somalia,2012,March,4
Greece,Somalia,2012,April,5
Greece,Somalia,2012,May,7
Greece,Somalia,2012,June,1
Greece,Somalia,2012,July,9
Greece,Somalia,2012,September,3
Greece,Somalia,2012,October,16
Greece,Somalia,2012,November,6
Greece,Somalia,2012,December,7
Greece,"Viet Nam",2012,March,1
Greece,"Viet Nam",2012,May,1
Greece,"Viet Nam",2012,October,5
Greece,Stateless,2012,March,1
Greece,"Sao Tome and Principe",2012,March,1
Greece,"Sao Tome and Principe",2012,April,1
Greece,"Russian Federation",2012,January,4
Greece,"Russian Federation",2012,February,2
Greece,"Russian Federation",2012,March,2
Greece,"Russian Federation",2012,April,4
Greece,"Russian Federation",2012,June,5
Greece,"Russian Federation",2012,July,4
Greece,"Russian Federation",2012,September,2
Greece,"Russian Federation",2012,October,5
Greece,"Russian Federation",2012,November,1
Greece,"Russian Federation",2012,December,5
Greece,Jordan,2012,January,1
Greece,Jordan,2012,December,2
Greece,Kazakhstan,2012,February,1
Greece,Kazakhstan,2012,May,1
Greece,Kazakhstan,2012,July,1
Greece,Kazakhstan,2012,September,1
Greece,Kenya,2012,January,2
Greece,Kenya,2012,February,8
Greece,Kenya,2012,March,1
Greece,Kenya,2012,May,1
Greece,Kenya,2012,August,6
Greece,Kenya,2012,September,12
Greece,Kenya,2012,October,11
Greece,Kenya,2012,November,12
Greece,Kenya,2012,December,1
Ireland,Palestinian,2012,February,1
Ireland,Palestinian,2012,October,1
Croatia,Palestinian,2012,May,1
Croatia,Palestinian,2012,August,3
Croatia,Palestinian,2012,September,3
Croatia,Palestinian,2012,October,2
Croatia,Palestinian,2012,December,2
Croatia,Georgia,2012,August,1
Croatia,Hungary,2012,September,1
Croatia,India,2012,February,1
Greece,Rwanda,2012,July,1
Greece,Rwanda,2012,October,1
Greece,"El Salvador",2012,April,1
Greece,"El Salvador",2012,May,1
Greece,"El Salvador",2012,August,1
Greece,Liberia,2012,January,1
Greece,Liberia,2012,March,1
Greece,Liberia,2012,April,1
Greece,Liberia,2012,May,1
Greece,Liberia,2012,June,1
Greece,Liberia,2012,October,2
Greece,Liberia,2012,November,3
Ireland,Georgia,2012,February,2
Ireland,Georgia,2012,March,1
Ireland,Georgia,2012,July,2
Ireland,Georgia,2012,August,4
Ireland,Georgia,2012,September,1
Ireland,Georgia,2012,October,2
Ireland,Georgia,2012,November,2
Ireland,Georgia,2012,December,4
Greece,Senegal,2012,January,38
Greece,Senegal,2012,February,49
Greece,Senegal,2012,March,33
Greece,Senegal,2012,April,43
Greece,Senegal,2012,May,13
Greece,Senegal,2012,June,17
Greece,Senegal,2012,July,14
Greece,Senegal,2012,August,7
Greece,Senegal,2012,September,38
Greece,Senegal,2012,October,40
Greece,Senegal,2012,November,42
Greece,Senegal,2012,December,39
Albania,Afghanistan,2012,September,1
Albania,Barbados,2012,November,1
Albania,"Dem. Rep. of the Congo",2012,May,5
Albania,Gambia,2012,August,2
Albania,Nigeria,2012,July,1
Greece,Sudan,2012,January,11
Greece,Sudan,2012,February,7
Greece,Sudan,2012,March,8
Greece,Sudan,2012,April,11
Greece,Sudan,2012,May,4
Greece,Sudan,2012,June,9
Greece,Sudan,2012,July,3
Greece,Sudan,2012,August,2
Greece,Sudan,2012,September,3
Greece,Sudan,2012,October,6
Greece,Sudan,2012,November,3
Greece,Sudan,2012,December,4
Greece,Swaziland,2012,June,1
Greece,"Syrian Arab Rep.",2012,January,9
Greece,"Syrian Arab Rep.",2012,February,38
Greece,"Syrian Arab Rep.",2012,March,9
Greece,"Syrian Arab Rep.",2012,April,12
Greece,"Syrian Arab Rep.",2012,May,17
Greece,"Syrian Arab Rep.",2012,June,10
Greece,"Syrian Arab Rep.",2012,July,22
Greece,"Syrian Arab Rep.",2012,August,12
Greece,"Syrian Arab Rep.",2012,September,28
Greece,"Syrian Arab Rep.",2012,October,57
Greece,"Syrian Arab Rep.",2012,November,43
Greece,"Syrian Arab Rep.",2012,December,18
Greece,"United Rep. of Tanzania",2012,June,1
Greece,"United Rep. of Tanzania",2012,August,2
Croatia,"Iran (Islamic Rep. of)",2012,January,1
Croatia,"Iran (Islamic Rep. of)",2012,April,1
Croatia,"Iran (Islamic Rep. of)",2012,May,5
Croatia,"Iran (Islamic Rep. of)",2012,July,1
Croatia,"Iran (Islamic Rep. of)",2012,August,7
Croatia,"Iran (Islamic Rep. of)",2012,December,5
Croatia,Iraq,2012,January,4
Croatia,Iraq,2012,March,1
Croatia,Iraq,2012,May,1
Croatia,Iraq,2012,June,4
Croatia,Iraq,2012,July,3
Croatia,Iraq,2012,August,1
Croatia,Iraq,2012,December,1
Croatia,Jamaica,2012,February,1
Croatia,Kazakhstan,2012,January,5
Croatia,Libya,2012,March,1
Croatia,Libya,2012,May,4
Albania,"Syrian Arab Rep.",2012,December,3
Albania,Turkey,2012,November,1
Croatia,Libya,2012,August,1
Croatia,Libya,2012,September,1
Croatia,Libya,2012,November,1
Croatia,Libya,2012,December,2
Croatia,Lebanon,2012,August,1
Croatia,"The former Yugoslav Rep. of Macedonia",2012,March,1
Croatia,Mali,2012,December,4
Croatia,Morocco,2012,January,1
Croatia,Morocco,2012,February,5
Croatia,Morocco,2012,March,1
Croatia,Morocco,2012,May,2
Croatia,Morocco,2012,June,1
Croatia,Morocco,2012,July,1
Croatia,Morocco,2012,August,1
Croatia,Morocco,2012,September,2
Croatia,Morocco,2012,October,5
Croatia,Morocco,2012,December,8
Hungary,Libya,2012,January,1
Hungary,Libya,2012,April,1
Hungary,Libya,2012,August,1
Hungary,Libya,2012,October,1
Hungary,Libya,2012,November,1
Hungary,Lebanon,2012,June,5
Hungary,Lebanon,2012,July,2
Hungary,Lebanon,2012,September,3
Hungary,China,2012,January,1
Hungary,China,2012,February,2
Hungary,China,2012,April,1
Hungary,China,2012,June,1
Ireland,Ghana,2012,February,3
Ireland,Ghana,2012,March,2
Ireland,Ghana,2012,April,1
Ireland,Ghana,2012,May,1
Ireland,Ghana,2012,June,1
Ireland,Ghana,2012,August,1
Ireland,Ghana,2012,September,1
Ireland,Ghana,2012,October,2
Ireland,Guinea-Bissau,2012,April,1
Ireland,Guatemala,2012,June,1
Hungary,"Sri Lanka",2012,March,1
Hungary,"Sri Lanka",2012,October,2
Hungary,"Sri Lanka",2012,November,2
Hungary,"Sri Lanka",2012,December,5
Ireland,Guinea,2012,March,1
Ireland,Guinea,2012,October,2
Ireland,Guyana,2012,August,2
Ireland,Haiti,2012,January,1
Hungary,Cameroon,2012,July,1
Hungary,Cameroon,2012,September,1
Hungary,Cameroon,2012,October,1
Australia,Afghanistan,2012,January,210
Australia,Afghanistan,2012,February,166
Australia,Afghanistan,2012,March,448
Australia,Afghanistan,2012,April,200
Australia,Afghanistan,2012,May,628
Australia,Afghanistan,2012,June,455
Australia,Afghanistan,2012,July,232
Australia,Afghanistan,2012,August,158
Australia,Afghanistan,2012,September,161
Australia,Afghanistan,2012,October,110
Australia,Afghanistan,2012,November,114
Australia,Afghanistan,2012,December,182
Ireland,Croatia,2012,January,1
Hungary,"The former Yugoslav Rep. of Macedonia",2012,February,1
Hungary,"The former Yugoslav Rep. of Macedonia",2012,October,1
Ireland,"Côte d'Ivoire",2012,January,1
Ireland,"Côte d'Ivoire",2012,November,1
Ireland,"Côte d'Ivoire",2012,December,2
Croatia,Myanmar,2012,May,1
Croatia,Nigeria,2012,November,1
Croatia,Pakistan,2012,March,2
Croatia,Pakistan,2012,April,1
Croatia,Pakistan,2012,May,5
Croatia,Pakistan,2012,June,8
Croatia,Pakistan,2012,July,3
Croatia,Pakistan,2012,August,12
Croatia,Pakistan,2012,September,16
Croatia,Pakistan,2012,October,5
Australia,Albania,2012,January,4
Australia,Albania,2012,March,1
Australia,Albania,2012,April,2
Australia,Albania,2012,May,1
Australia,Albania,2012,June,3
Australia,Albania,2012,July,3
Australia,Albania,2012,August,4
Australia,Albania,2012,September,1
Australia,Albania,2012,October,4
Australia,Albania,2012,December,1
Ireland,India,2012,January,1
Ireland,India,2012,March,4
Ireland,India,2012,May,1
Hungary,"Dem. Rep. of the Congo",2012,January,1
Hungary,"Dem. Rep. of the Congo",2012,August,1
Hungary,"Rep. of Moldova",2012,January,1
Hungary,"Rep. of Moldova",2012,August,4
Hungary,"Rep. of Moldova",2012,November,2
Croatia,Pakistan,2012,November,6
Croatia,Pakistan,2012,December,1
Croatia,"Russian Federation",2012,May,2
Croatia,"Russian Federation",2012,June,3
Croatia,"Russian Federation",2012,August,2
Croatia,"Russian Federation",2012,September,1
Croatia,"Russian Federation",2012,October,3
Croatia,"Russian Federation",2012,November,1
Croatia,"El Salvador",2012,February,1
Australia,Algeria,2012,February,1
Australia,Algeria,2012,September,1
Australia,Algeria,2012,November,1
Australia,Algeria,2012,December,1
Greece,Timor-Leste,2012,August,1
Greece,Togo,2012,January,1
Greece,Togo,2012,August,1
Greece,Tonga,2012,February,12
Greece,Tunisia,2012,March,1
Greece,Tunisia,2012,April,3
Greece,Tunisia,2012,May,1
Greece,Tunisia,2012,June,1
Greece,Tunisia,2012,August,1
Greece,Tunisia,2012,September,1
Greece,Tunisia,2012,October,4
Greece,Tunisia,2012,November,3
Greece,Tunisia,2012,December,1
Hungary,Cuba,2012,October,1
Hungary,Cuba,2012,November,1
Hungary,Eritrea,2012,February,2
Hungary,Eritrea,2012,May,2
Hungary,Eritrea,2012,November,1
Hungary,Montenegro,2012,March,1
Hungary,Montenegro,2012,October,4
Hungary,Montenegro,2012,November,1
Hungary,Montenegro,2012,December,1
Croatia,Somalia,2012,January,9
Croatia,Somalia,2012,February,16
Croatia,Somalia,2012,March,9
Croatia,Somalia,2012,April,6
Croatia,Somalia,2012,May,53
Croatia,Somalia,2012,June,64
Croatia,Somalia,2012,July,18
Croatia,Somalia,2012,August,14
Croatia,Somalia,2012,September,10
Croatia,Somalia,2012,October,38
Croatia,Somalia,2012,November,31
Croatia,Somalia,2012,December,27
Croatia,Sudan,2012,May,1
Croatia,Sudan,2012,July,1
Croatia,Sudan,2012,August,2
Croatia,Sudan,2012,September,4
Croatia,Sudan,2012,October,2
Croatia,Sudan,2012,November,2
Croatia,Sudan,2012,December,6
Croatia,Slovenia,2012,October,1
Croatia,"Syrian Arab Rep.",2012,January,1
Croatia,"Syrian Arab Rep.",2012,February,4
Croatia,"Syrian Arab Rep.",2012,April,5
Croatia,"Syrian Arab Rep.",2012,May,8
Croatia,"Syrian Arab Rep.",2012,June,1
Croatia,"Syrian Arab Rep.",2012,July,3
Croatia,"Syrian Arab Rep.",2012,August,4
Croatia,"Syrian Arab Rep.",2012,September,14
Croatia,"Syrian Arab Rep.",2012,October,12
Croatia,"Syrian Arab Rep.",2012,November,15
Croatia,"Syrian Arab Rep.",2012,December,19
Croatia,Tunisia,2012,March,1
Croatia,Tunisia,2012,April,1
Croatia,Tunisia,2012,May,2
Croatia,Tunisia,2012,June,1
Croatia,Tunisia,2012,July,1
Croatia,Tunisia,2012,August,2
Croatia,Tunisia,2012,September,1
Croatia,Tunisia,2012,October,4
Croatia,Tunisia,2012,November,2
Croatia,Tunisia,2012,December,4
Croatia,Turkey,2012,January,4
Croatia,Turkey,2012,April,3
Croatia,Turkey,2012,June,1
Croatia,Turkey,2012,July,7
Croatia,Turkey,2012,October,2
Croatia,Uganda,2012,September,1
Croatia,Ukraine,2012,January,1
Croatia,Ukraine,2012,May,2
Croatia,Ukraine,2012,November,1
Croatia,Zimbabwe,2012,January,1
Croatia,Zimbabwe,2012,September,1
Hungary,Ethiopia,2012,April,2
Hungary,Fiji,2012,May,4
Hungary,Gambia,2012,June,1
Hungary,Mongolia,2012,August,1
Hungary,Mongolia,2012,November,1
Hungary,Mongolia,2012,December,3
Hungary,Morocco,2012,January,3
Hungary,Morocco,2012,February,1
Hungary,Morocco,2012,March,3
Hungary,Morocco,2012,April,2
Hungary,Morocco,2012,May,2
Hungary,Morocco,2012,June,1
Hungary,Morocco,2012,July,1
Hungary,Morocco,2012,August,9
Hungary,Morocco,2012,September,1
Hungary,Morocco,2012,October,13
Hungary,Morocco,2012,November,4
Hungary,Morocco,2012,December,7
Hungary,Myanmar,2012,September,3
Hungary,Myanmar,2012,December,1
Hungary,Nepal,2012,June,1
Hungary,Nepal,2012,September,1
Hungary,Nepal,2012,November,1
Ireland,"Syrian Arab Rep.",2012,February,1
Ireland,"Syrian Arab Rep.",2012,March,2
Ireland,"Syrian Arab Rep.",2012,June,1
Ireland,"Syrian Arab Rep.",2012,July,1
Ireland,"Syrian Arab Rep.",2012,August,5
Ireland,"Syrian Arab Rep.",2012,September,2
Ireland,"Syrian Arab Rep.",2012,November,1
Ireland,"Syrian Arab Rep.",2012,December,1
Ireland,"United Rep. of Tanzania",2012,April,1
Ireland,"United Rep. of Tanzania",2012,November,1
Ireland,Turkmenistan,2012,February,1
Ireland,Togo,2012,January,1
Ireland,Togo,2012,May,1
Ireland,Togo,2012,June,1
Ireland,Togo,2012,August,1
Ireland,Togo,2012,September,1
Ireland,Togo,2012,October,2
Ireland,Togo,2012,November,2
Ireland,Tunisia,2012,February,1
Ireland,Tunisia,2012,June,1
Ireland,Turkey,2012,April,1
Hungary,Palestinian,2012,January,6
Hungary,Palestinian,2012,February,2
Hungary,Palestinian,2012,May,1
Hungary,Palestinian,2012,June,1
Hungary,Palestinian,2012,August,1
Hungary,Palestinian,2012,September,2
Hungary,Palestinian,2012,October,2
Hungary,Palestinian,2012,November,2
Hungary,Nigeria,2012,January,5
Hungary,Nigeria,2012,March,2
Hungary,Afghanistan,2012,January,85
Hungary,Afghanistan,2012,February,49
Hungary,Afghanistan,2012,March,96
Hungary,Afghanistan,2012,April,48
Hungary,Afghanistan,2012,May,54
Hungary,Afghanistan,2012,June,46
Hungary,Afghanistan,2012,July,52
Hungary,Afghanistan,2012,August,70
Hungary,Afghanistan,2012,September,58
Hungary,Afghanistan,2012,October,131
Hungary,Afghanistan,2012,November,93
Hungary,Afghanistan,2012,December,98
Australia,Benin,2012,March,1
Australia,Bangladesh,2012,January,11
Australia,Bangladesh,2012,February,7
Australia,Bangladesh,2012,March,9
Australia,Bangladesh,2012,April,6
Australia,Bangladesh,2012,May,6
Australia,Bangladesh,2012,June,9
Australia,Bangladesh,2012,July,13
Australia,Bangladesh,2012,August,30
Australia,Bangladesh,2012,September,13
Australia,Bangladesh,2012,October,28
Australia,Bangladesh,2012,November,18
Australia,Bangladesh,2012,December,12
Hungary,Georgia,2012,January,1
Hungary,Georgia,2012,February,1
Hungary,Georgia,2012,March,2
Hungary,Georgia,2012,May,1
Hungary,Georgia,2012,June,1
Hungary,Georgia,2012,July,1
Hungary,Georgia,2012,November,3
Hungary,Georgia,2012,December,2
Ireland,Uganda,2012,June,1
Ireland,Uganda,2012,July,1
Ireland,Uganda,2012,October,1
Ireland,Uganda,2012,November,1
Australia,Egypt,2012,January,27
Australia,Egypt,2012,February,39
Australia,Egypt,2012,March,38
Australia,Egypt,2012,April,16
Australia,Egypt,2012,May,36
Australia,Egypt,2012,June,11
Australia,Egypt,2012,July,21
Australia,Egypt,2012,August,32
Australia,Egypt,2012,September,27
Australia,Egypt,2012,October,30
Australia,Egypt,2012,November,48
Australia,Egypt,2012,December,69
Australia,Botswana,2012,August,1
Australia,Brazil,2012,January,1
Australia,Brazil,2012,March,3
Australia,Brazil,2012,May,3
Australia,Brazil,2012,July,3
Australia,Brazil,2012,September,2
Australia,Azerbaijan,2012,December,1
Australia,Bahrain,2012,March,2
Australia,Bahrain,2012,May,5
Australia,Bahrain,2012,June,1
Australia,Bahrain,2012,July,3
Australia,Bahrain,2012,August,2
Australia,Bahrain,2012,September,2
Australia,Bahrain,2012,November,4
Australia,"Dem. Rep. of the Congo",2012,June,1
Australia,"Dem. Rep. of the Congo",2012,July,2
Australia,"Dem. Rep. of the Congo",2012,August,1
Australia,"Dem. Rep. of the Congo",2012,September,3
Australia,"Dem. Rep. of the Congo",2012,December,1
Ireland,Azerbaijan,2012,February,1
Ireland,Ukraine,2012,May,3
